C/A,UNIT,SCP,STATION
N519A,R461,01-01-03,BROADWAY/LAFAY
N519A,R461,01-05-00,BROADWAY/LAFAY
N519A,R461,01-05-01,BROADWAY/LAFAY
N519A,R461,01-05-02,BROADWAY/LAFAY
N519A,R461,01-05-03,BROADWAY/LAFAY
N519A,R461,01-06-00,BROADWAY/LAFAY
N519A,R461,01-06-01,BROADWAY/LAFAY
A043,R462,00-00-00,CANAL ST
A043,R462,00-00-01,CANAL ST
A043,R462,00-00-02,CANAL ST
A043,R462,00-03-00,CANAL ST
A043,R462,00-03-01,CANAL ST
A043,R462,00-03-02,CANAL ST
A043,R462,00-03-03,CANAL ST
A043,R462,00-03-04,CANAL ST
A043,R462,00-06-00,CANAL ST
A043,R462,00-06-01,CANAL ST
A043,R462,00-06-02,CANAL ST
A046,R463,00-00-00,CANAL ST
A046,R463,00-00-01,CANAL ST
A046,R463,00-00-02,CANAL ST
A046,R463,00-00-03,CANAL ST
A046,R463,00-03-00,CANAL ST
A046,R463,00-03-01,CANAL ST
A046,R463,00-05-00,CANAL ST
A046,R463,00-05-01,CANAL ST
A046,R463,00-05-02,CANAL ST
A046,R463,00-05-03,CANAL ST
A046,R463,00-06-00,CANAL ST
A046,R463,00-06-01,CANAL ST
A046,R463,00-06-02,CANAL ST
A046,R463,00-06-03,CANAL ST
A046,R463,00-06-04,CANAL ST
A046,R463,00-06-05,CANAL ST
A046,R463,00-06-06,CANAL ST
A046,R463,00-06-07,CANAL ST
A046,R463,00-06-08,CANAL ST
N181A,R464,00-05-00,AQUEDUCT TRACK
N181A,R464,00-05-01,AQUEDUCT TRACK
N181A,R464,00-06-00,AQUEDUCT TRACK
N181A,R464,00-06-01,AQUEDUCT TRACK
N181A,R464,00-06-02,AQUEDUCT TRACK
N181A,R464,00-06-03,AQUEDUCT TRACK
TRAM1,R468,00-00-00,RIT-MANHATTAN
TRAM1,R468,00-00-01,RIT-MANHATTAN
TRAM1,R468,00-00-02,RIT-MANHATTAN
TRAM1,R468,00-05-00,RIT-MANHATTAN
TRAM2,R469,00-00-00,RIT-ROOSEVELT
TRAM2,R469,00-00-01,RIT-ROOSEVELT
TRAM2,R469,00-03-00,RIT-ROOSEVELT
TRAM2,R469,00-03-01,RIT-ROOSEVELT
TRAM2,R469,00-05-00,RIT-ROOSEVELT
TRAM2,R469,00-05-01,RIT-ROOSEVELT
JFK01,R535,00-00-01,JFK HOWARD BCH
JFK01,R535,00-00-02,JFK HOWARD BCH
JFK01,R535,00-00-03,JFK HOWARD BCH
JFK02,R535,01-00-01,JFK HOWARD BCH
JFK02,R535,01-00-02,JFK HOWARD BCH
JFK02,R535,01-00-03,JFK HOWARD BCH
JFK02,R535,01-00-04,JFK HOWARD BCH
JFK02,R535,01-00-05,JFK HOWARD BCH
JFK02,R535,01-00-06,JFK HOWARD BCH
JFK03,R536,00-00-01,JFK JAMAICA CT1
JFK03,R536,00-00-02,JFK JAMAICA CT1
JFK03,R536,00-00-03,JFK JAMAICA CT1
JFK03,R536,00-00-04,JFK JAMAICA CT1
JFK03,R536,00-00-05,JFK JAMAICA CT1
JFK03,R536,00-03-00,JFK JAMAICA CT1
JFK03,R536,00-03-01,JFK JAMAICA CT1
JFK03,R536,00-03-02,JFK JAMAICA CT1
JFK03,R536,00-03-03,JFK JAMAICA CT1
JFK03,R536,00-03-04,JFK JAMAICA CT1
PTH08,R540,00-00-00,PATH WTC
PTH08,R540,00-00-01,PATH WTC
PTH08,R540,00-00-02,PATH WTC
PTH08,R540,00-00-03,PATH WTC
PTH08,R540,00-00-04,PATH WTC
PTH08,R540,00-00-05,PATH WTC
PTH08,R540,00-00-06,PATH WTC
PTH08,R540,00-00-07,PATH WTC
PTH08,R540,00-01-00,PATH WTC
PTH08,R540,00-01-01,PATH WTC
PTH08,R540,00-01-02,PATH WTC
PTH08,R540,00-01-03,PATH WTC
PTH08,R540,00-01-04,PATH WTC
PTH08,R540,00-01-05,PATH WTC
PTH08,R540,00-01-06,PATH WTC
PTH08,R540,00-01-07,PATH WTC
PTH08,R540,00-01-08,PATH WTC
PTH08,R540,00-04-00,PATH WTC
PTH08,R540,00-04-01,PATH WTC
PTH08,R540,00-04-02,PATH WTC
PTH08,R540,00-04-03,PATH WTC
PTH08,R540,00-04-04,PATH WTC
PTH08,R540,00-04-05,PATH WTC
PTH08,R540,00-04-06,PATH WTC
PTH08,R540,00-04-07,PATH WTC
PTH08,R540,00-04-08,PATH WTC
PTH08,R540,00-04-09,PATH WTC
PTH21,R540,01-03-00,PATH WTC 2
PTH13,R541,00-00-00,THIRTY ST
PTH13,R541,00-00-01,THIRTY ST
PTH13,R541,00-00-02,THIRTY ST
PTH13,R541,00-00-03,THIRTY ST
PTH13,R541,00-00-04,THIRTY ST
PTH13,R541,00-00-05,THIRTY ST
PTH13,R541,00-00-06,THIRTY ST
PTH13,R541,00-00-07,THIRTY ST
PTH13,R541,00-04-00,THIRTY ST
PTH13,R541,00-04-01,THIRTY ST
PTH13,R541,00-04-02,THIRTY ST
PTH13,R541,00-04-03,THIRTY ST
PTH13,R541,00-04-05,THIRTY ST
PTH13,R541,00-04-06,THIRTY ST
PTH13,R541,00-04-07,THIRTY ST
PTH13,R541,00-04-08,THIRTY ST
PTH13,R541,00-04-09,THIRTY ST
PTH17,R541,01-00-00,THIRTY THIRD ST
PTH17,R541,01-00-01,THIRTY THIRD ST
PTH17,R541,01-00-02,THIRTY THIRD ST
PTH17,R541,01-00-03,THIRTY THIRD ST
PTH17,R541,01-00-04,THIRTY THIRD ST
PTH17,R541,01-00-05,THIRTY THIRD ST
PTH17,R541,01-00-06,THIRTY THIRD ST
PTH17,R541,01-00-08,THIRTY THIRD ST
PTH17,R541,01-00-09,THIRTY THIRD ST
PTH17,R541,01-00-0A,THIRTY THIRD ST
PTH17,R541,01-01-00,THIRTY THIRD ST
PTH17,R541,01-01-01,THIRTY THIRD ST
PTH17,R541,01-01-02,THIRTY THIRD ST
PTH17,R541,01-01-03,THIRTY THIRD ST
PTH17,R541,01-01-04,THIRTY THIRD ST
PTH17,R541,01-01-05,THIRTY THIRD ST
PTH17,R541,01-01-06,THIRTY THIRD ST
PTH12,R542,00-00-00,TWENTY THIRD ST
PTH12,R542,00-00-01,TWENTY THIRD ST
PTH12,R542,00-00-02,TWENTY THIRD ST
PTH12,R542,00-00-03,TWENTY THIRD ST
PTH12,R542,00-00-04,TWENTY THIRD ST
PTH12,R542,00-04-00,TWENTY THIRD ST
PTH12,R542,00-04-01,TWENTY THIRD ST
PTH12,R542,00-04-02,TWENTY THIRD ST
PTH12,R542,00-04-03,TWENTY THIRD ST
PTH05,R543,00-00-00,EXCHANGE PLACE
PTH05,R543,00-00-01,EXCHANGE PLACE
PTH05,R543,00-00-02,EXCHANGE PLACE
PTH05,R543,00-00-03,EXCHANGE PLACE
PTH05,R543,00-00-04,EXCHANGE PLACE
PTH05,R543,00-00-05,EXCHANGE PLACE
PTH05,R543,00-00-06,EXCHANGE PLACE
PTH05,R543,00-00-07,EXCHANGE PLACE
PTH05,R543,00-01-00,EXCHANGE PLACE
PTH05,R543,00-01-01,EXCHANGE PLACE
PTH05,R543,00-01-02,EXCHANGE PLACE
PTH05,R543,00-01-03,EXCHANGE PLACE
PTH05,R543,00-01-04,EXCHANGE PLACE
PTH05,R543,00-01-05,EXCHANGE PLACE
PTH05,R543,00-01-06,EXCHANGE PLACE
PTH05,R543,00-01-07,EXCHANGE PLACE
PTH05,R543,00-04-00,EXCHANGE PLACE
PTH05,R543,00-04-01,EXCHANGE PLACE
PTH05,R543,00-04-02,EXCHANGE PLACE
PTH05,R543,00-04-03,EXCHANGE PLACE
PTH05,R543,00-04-04,EXCHANGE PLACE
PTH05,R543,00-04-05,EXCHANGE PLACE
PTH05,R543,00-04-06,EXCHANGE PLACE
PTH05,R543,00-04-07,EXCHANGE PLACE
PTH05,R543,00-04-08,EXCHANGE PLACE
PTH05,R543,00-04-09,EXCHANGE PLACE
PTH02,R544,00-00-00,HARRISON
PTH02,R544,00-00-01,HARRISON
PTH02,R544,00-00-02,HARRISON
PTH02,R544,00-00-03,HARRISON
PTH02,R544,00-00-04,HARRISON
PTH02,R544,00-00-05,HARRISON
PTH02,R544,00-00-06,HARRISON
PTH02,R544,00-04-00,HARRISON
PTH02,R544,00-04-01,HARRISON
PTH02,R544,00-04-02,HARRISON
PTH02,R544,00-04-03,HARRISON
PTH02,R544,00-04-04,HARRISON
PTH02,R544,00-04-05,HARRISON
PTH11,R545,00-00-00,14TH STREET
PTH11,R545,00-00-01,14TH STREET
PTH11,R545,00-00-02,14TH STREET
PTH11,R545,00-00-03,14TH STREET
PTH11,R545,00-00-04,14TH STREET
PTH11,R545,00-04-00,14TH STREET
PTH11,R545,00-04-01,14TH STREET
PTH11,R545,00-04-02,14TH STREET
PTH11,R545,00-04-03,14TH STREET
PTH11,R545,00-04-04,14TH STREET
PTH11,R545,00-04-05,14TH STREET
PTH06,R546,00-00-00,PAVONIA/NEWPORT
PTH06,R546,00-00-01,PAVONIA/NEWPORT
PTH06,R546,00-00-02,PAVONIA/NEWPORT
PTH06,R546,00-00-03,PAVONIA/NEWPORT
PTH06,R546,00-00-04,PAVONIA/NEWPORT
PTH06,R546,00-00-05,PAVONIA/NEWPORT
PTH06,R546,00-00-06,PAVONIA/NEWPORT
PTH06,R546,00-00-07,PAVONIA/NEWPORT
PTH06,R546,00-00-08,PAVONIA/NEWPORT
PTH06,R546,00-00-09,PAVONIA/NEWPORT
PTH06,R546,00-00-0A,PAVONIA/NEWPORT
PTH10,R547,00-00-00,9TH STREET
PTH10,R547,00-00-01,9TH STREET
PTH10,R547,00-00-02,9TH STREET
PTH10,R547,00-00-03,9TH STREET
PTH10,R547,00-00-04,9TH STREET
PTH09,R548,00-00-00,CHRISTOPHER ST
PTH09,R548,00-00-01,CHRISTOPHER ST
PTH09,R548,00-00-02,CHRISTOPHER ST
PTH09,R548,00-00-03,CHRISTOPHER ST
PTH01,R549,00-00-01,NEWARK HW BMEBE
PTH01,R549,00-00-02,NEWARK HW BMEBE
PTH01,R549,00-00-03,NEWARK HW BMEBE
PTH01,R549,00-00-04,NEWARK HW BMEBE
PTH01,R549,00-00-06,NEWARK HW BMEBE
PTH01,R549,00-00-07,NEWARK HW BMEBE
PTH01,R549,00-00-08,NEWARK HW BMEBE
PTH01,R549,00-00-09,NEWARK HW BMEBE
PTH01,R549,00-00-0A,NEWARK HW BMEBE
PTH01,R549,00-01-02,NEWARK HW BMEBE
PTH01,R549,00-01-03,NEWARK HW BMEBE
PTH01,R549,00-01-04,NEWARK HW BMEBE
PTH01,R549,00-01-05,NEWARK HW BMEBE
PTH01,R549,00-01-06,NEWARK HW BMEBE
PTH18,R549,01-00-00,NEWARK BM BW
PTH18,R549,01-00-01,NEWARK BM BW
PTH18,R549,01-00-02,NEWARK BM BW
PTH18,R549,01-00-03,NEWARK BM BW
PTH18,R549,01-00-05,NEWARK BM BW
PTH18,R549,01-00-06,NEWARK BM BW
PTH18,R549,01-00-07,NEWARK BM BW
PTH18,R549,01-00-08,NEWARK BM BW
PTH18,R549,01-01-00,NEWARK BM BW
PTH18,R549,01-01-01,NEWARK BM BW
PTH18,R549,01-01-03,NEWARK BM BW
PTH18,R549,01-02-00,NEWARK BM BW
PTH18,R549,01-02-01,NEWARK BM BW
PTH18,R549,01-02-02,NEWARK BM BW
PTH18,R549,01-02-03,NEWARK BM BW
PTH18,R549,01-02-04,NEWARK BM BW
PTH19,R549,02-00-00,NEWARK C
PTH19,R549,02-00-01,NEWARK C
PTH19,R549,02-00-02,NEWARK C
PTH19,R549,02-00-03,NEWARK C
PTH19,R549,02-00-04,NEWARK C
PTH19,R549,02-01-00,NEWARK C
PTH19,R549,02-01-01,NEWARK C
PTH19,R549,02-01-02,NEWARK C
PTH19,R549,02-01-04,NEWARK C
PTH19,R549,02-01-05,NEWARK C
PTH19,R549,02-01-06,NEWARK C
PTH19,R549,02-01-07,NEWARK C
PTH19,R549,02-02-00,NEWARK C
PTH19,R549,02-02-01,NEWARK C
PTH19,R549,02-02-02,NEWARK C
PTH19,R549,02-02-03,NEWARK C
PTH19,R549,02-02-04,NEWARK C
PTH20,R549,03-00-00,NEWARK HM HE
PTH20,R549,03-00-01,NEWARK HM HE
PTH20,R549,03-00-02,NEWARK HM HE
PTH20,R549,03-00-03,NEWARK HM HE
PTH20,R549,03-00-04,NEWARK HM HE
PTH20,R549,03-00-05,NEWARK HM HE
PTH20,R549,03-00-06,NEWARK HM HE
PTH20,R549,03-00-07,NEWARK HM HE
PTH20,R549,03-01-00,NEWARK HM HE
PTH20,R549,03-01-01,NEWARK HM HE
PTH20,R549,03-01-02,NEWARK HM HE
PTH20,R549,03-01-03,NEWARK HM HE
PTH20,R549,03-01-04,NEWARK HM HE
PTH20,R549,03-01-05,NEWARK HM HE
PTH20,R549,03-01-06,NEWARK HM HE
PTH20,R549,03-01-07,NEWARK HM HE
PTH07,R550,00-00-00,CITY / BUS
PTH07,R550,00-00-01,CITY / BUS
PTH07,R550,00-00-02,CITY / BUS
PTH07,R550,00-00-03,CITY / BUS
PTH07,R550,00-00-05,CITY / BUS
PTH07,R550,00-00-06,CITY / BUS
PTH07,R550,00-00-07,CITY / BUS
PTH07,R550,00-00-08,CITY / BUS
PTH07,R550,00-01-00,CITY / BUS
PTH07,R550,00-01-01,CITY / BUS
PTH07,R550,00-01-02,CITY / BUS
PTH07,R550,00-01-03,CITY / BUS
PTH07,R550,00-01-05,CITY / BUS
PTH07,R550,00-01-06,CITY / BUS
PTH07,R550,00-01-07,CITY / BUS
PTH07,R550,00-01-08,CITY / BUS
PTH07,R550,00-02-00,CITY / BUS
PTH07,R550,00-02-01,CITY / BUS
PTH07,R550,00-02-02,CITY / BUS
PTH07,R550,00-02-03,CITY / BUS
PTH07,R550,00-02-04,CITY / BUS
PTH16,R550,01-00-00,LACKAWANNA
PTH16,R550,01-00-01,LACKAWANNA
PTH16,R550,01-00-02,LACKAWANNA
PTH16,R550,01-00-03,LACKAWANNA
PTH16,R550,01-00-04,LACKAWANNA
PTH16,R550,01-00-05,LACKAWANNA
PTH16,R550,01-00-06,LACKAWANNA
PTH16,R550,01-00-07,LACKAWANNA
PTH16,R550,01-00-08,LACKAWANNA
PTH16,R550,01-01-00,LACKAWANNA
PTH16,R550,01-01-01,LACKAWANNA
PTH16,R550,01-01-02,LACKAWANNA
PTH16,R550,01-01-03,LACKAWANNA
PTH16,R550,01-01-04,LACKAWANNA
PTH16,R550,01-01-05,LACKAWANNA
PTH16,R550,01-01-06,LACKAWANNA
PTH16,R550,01-01-07,LACKAWANNA
PTH16,R550,01-02-00,LACKAWANNA
PTH16,R550,01-02-01,LACKAWANNA
PTH16,R550,01-02-02,LACKAWANNA
PTH16,R550,01-02-03,LACKAWANNA
PTH16,R550,01-02-04,LACKAWANNA
PTH04,R551,00-00-00,GROVE STREET
PTH04,R551,00-00-01,GROVE STREET
PTH04,R551,00-00-02,GROVE STREET
PTH04,R551,00-00-03,GROVE STREET
PTH04,R551,00-00-04,GROVE STREET
PTH04,R551,00-00-05,GROVE STREET
PTH04,R551,00-00-06,GROVE STREET
PTH04,R551,00-01-00,GROVE STREET
PTH04,R551,00-01-01,GROVE STREET
PTH04,R551,00-01-02,GROVE STREET
PTH04,R551,00-01-03,GROVE STREET
PTH04,R551,00-01-04,GROVE STREET
PTH04,R551,00-01-05,GROVE STREET
PTH04,R551,00-04-00,GROVE STREET
PTH04,R551,00-04-01,GROVE STREET
PTH04,R551,00-04-02,GROVE STREET
PTH04,R551,00-04-03,GROVE STREET
PTH04,R551,00-04-04,GROVE STREET
PTH04,R551,00-04-05,GROVE STREET
PTH03,R552,00-00-00,JOURNAL SQUARE
PTH03,R552,00-00-01,JOURNAL SQUARE
PTH03,R552,00-00-02,JOURNAL SQUARE
PTH03,R552,00-00-03,JOURNAL SQUARE
PTH03,R552,00-00-04,JOURNAL SQUARE
PTH03,R552,00-00-05,JOURNAL SQUARE
PTH03,R552,00-00-06,JOURNAL SQUARE
PTH03,R552,00-00-07,JOURNAL SQUARE
PTH03,R552,00-00-08,JOURNAL SQUARE
PTH03,R552,00-00-09,JOURNAL SQUARE
PTH03,R552,00-00-0A,JOURNAL SQUARE
PTH03,R552,00-01-03,JOURNAL SQUARE
PTH03,R552,00-01-04,JOURNAL SQUARE
PTH03,R552,00-01-05,JOURNAL SQUARE
PTH03,R552,00-01-06,JOURNAL SQUARE
PTH03,R552,00-01-07,JOURNAL SQUARE
PTH03,R552,00-01-08,JOURNAL SQUARE
R646,R110,01-00-00,FLATBUSH AVE
R646,R110,01-00-01,FLATBUSH AVE
R646,R110,01-00-02,FLATBUSH AVE
N001,R173,01-00-02,INWOOD-207 ST
C012,R258,01-00-00,9 ST
C012,R258,01-00-01,9 ST
C012,R258,01-00-02,9 ST
C012,R258,01-00-03,9 ST
H009,R235,00-06-03,BEDFORD AVE
H009,R235,00-06-04,BEDFORD AVE
H009,R235,00-06-05,BEDFORD AVE
PTH01,R549,00-00-00,NEWARK HW BMEBE
PTH17,R541,01-00-07,THIRTY THIRD ST
N089,R139,00-04-00,CANAL ST
N089,R139,00-04-01,CANAL ST
N089,R139,00-04-02,CANAL ST
N089,R139,00-06-02,CANAL ST
R504,R276,00-D2-01,VERNON/JACKSON
R183,R260,00-51-02,181 ST
N111,R284,00-06-02,CLINTON-WASH AV
R249,R179,01-55-06,86 ST
N327,R254,00-06-02,GRAND AV-NEWTON
R226,R131,02-06-00,23 ST
R226,R131,02-06-01,23 ST
N327,R254,00-05-02,GRAND AV-NEWTON
N327,R254,00-05-03,GRAND AV-NEWTON
N327,R254,00-05-04,GRAND AV-NEWTON
R419,R326,00-00-00,ZEREGA AVE
R419,R326,00-00-01,ZEREGA AVE
R419,R326,00-03-00,ZEREGA AVE
R419,R326,00-03-01,ZEREGA AVE
R419,R326,00-05-00,ZEREGA AVE
R419,R326,00-05-01,ZEREGA AVE
R422,R428,00-00-00,BUHRE AVE
R422,R428,00-00-01,BUHRE AVE
R422,R428,00-03-00,BUHRE AVE
R422,R428,00-03-01,BUHRE AVE
R422,R428,00-05-00,BUHRE AVE
R422,R428,00-05-01,BUHRE AVE
R422,R428,00-06-03,BUHRE AVE
OB01,R459,00-00-00,ORCHARD BEACH
OB01,R459,00-00-01,ORCHARD BEACH
OB01,R459,00-00-02,ORCHARD BEACH
OB01,R459,00-03-00,ORCHARD BEACH
OB01,R459,00-03-01,ORCHARD BEACH
R205A,R014,04-05-00,FULTON ST
R205A,R014,04-05-01,FULTON ST
N545,R204,01-06-03,CHURCH AVE
R504,R276,00-02-01,VERNON/JACKSON
N137,R354,00-06-00,OXFORD-104 ST
N137,R354,00-06-01,OXFORD-104 ST
R227,R131,00-05-00,23 ST
R227,R131,00-05-01,23 ST
H017,R265,00-00-03,MONTROSE AVE
R550,R072,00-05-00,34 ST-HUDSON YD
R550,R072,00-05-01,34 ST-HUDSON YD
C025,R215,00-00-B7,86 ST
N333A,R141,00-06-01,FOREST HILLS-71
